"1248";"imports";"01194";"2014";20;"I";"x"
"1248";"stockChange";"01194";"2014";0.574676;"I";"x"
"1248";"exports";"01195";"2014";71.885;"I";"x"
"1248";"imports";"01195";"2014";90.654;"I";"x"
"1248";"stockChange";"01195";"2014";-54.733835;"I";"x"
"1248";"production";"21119.90";"2014";458000;"I";"x"
"1248";"tourist";"21119.90";"2014";-81.312679;"I";"x"
"1248";"exports";"23610.01";"2014";10.7;"I";"x"
"1248";"foodManufacturing";"23610.01";"2014";48885.9116191489;"I";"x"
"1248";"imports";"23610.01";"2014";18396.554;"I";"x"
"1248";"production";"23610.01";"2014";30518.1912;"I";"x"
"1248";"exports";"25020.02";"2014";35.712;"I";"x"
"1248";"imports";"25020.02";"2014";51.897;"I";"x"
"1248";"exports";"F1223";"2014";29327.125;"I";"x"
"1248";"imports";"F1223";"2014";46406.492401;"I";"x"
"1248";"production";"01499.02";"2014";416065;"I";"x"
"1248";"foodManufacturing";"01499.04";"2014";991632.167206667;"I";"x"
"1248";"production";"01499.04";"2014";992000;"I";"x"
"1248";"foodManufacturing";"01921.01";"2014";18479076.0461977;"I";"x"
"1248";"production";"01921.01";"2014";18534950;"I";"x"
"1248";"exports";"01950.01";"2014";145.426;"I";"x"
"1248";"imports";"01950.01";"2014";365959.341771;"I";"x"
"1248";"production";"01950.01";"2014";840171;"I";"x"
"1248";"production";"02951.01";"2014";1558649.45418;"I";"x"
"1248";"production";"02951.03";"2014";103499.47791;"I";"x"
"1248";"production";"02952.01";"2014";33763.439533;"I";"x"
"1248";"production";"02954";"2014";408215.573548;"I";"x"
"1248";"imports";"01194";"2014";20;"I";"x"
"1248";"stockChange";"01194";"2014";0.574676;"I";"x"
"1248";"exports";"01195";"2014";71.885;"I";"x"
"1248";"imports";"01195";"2014";90.654;"I";"x"
"1248";"stockChange";"01195";"2014";-54.733835;"I";"x"
"1248";"production";"21119.90";"2014";458000;"I";"x"
"1248";"tourist";"21119.90";"2014";-81.312679;"I";"x"
"1248";"exports";"23610.01";"2014";10.7;"I";"x"
"1248";"foodManufacturing";"23610.01";"2014";48885.9116191489;"I";"x"
"1248";"imports";"23610.01";"2014";18396.554;"I";"x"
"1248";"production";"23610.01";"2014";30518.1912;"I";"x"
"1248";"exports";"25020.02";"2014";35.712;"I";"x"
"1248";"imports";"25020.02";"2014";51.897;"I";"x"
"1248";"exports";"F1223";"2014";29327.125;"I";"x"
"1248";"imports";"F1223";"2014";46406.492401;"I";"x"
"1248";"production";"01499.02";"2014";416065;"I";"x"
"1248";"foodManufacturing";"01499.04";"2014";991632.167206667;"I";"x"
"1248";"production";"01499.04";"2014";992000;"I";"x"
"1248";"foodManufacturing";"01921.01";"2014";18479076.0461977;"I";"x"
"1248";"production";"01921.01";"2014";18534950;"I";"x"
"1248";"exports";"01950.01";"2014";145.426;"I";"x"
"1248";"imports";"01950.01";"2014";365959.341771;"I";"x"
"1248";"production";"01950.01";"2014";840171;"I";"x"
"1248";"production";"02951.01";"2014";1558649.45418;"I";"x"
"1248";"production";"02951.03";"2014";103499.47791;"I";"x"
"1248";"production";"02952.01";"2014";33763.439533;"I";"x"
"1248";"production";"02954";"2014";408215.573548;"I";"x"
"1248";"imports";"01194";"2014";20;"I";"x"
"1248";"stockChange";"01194";"2014";0.574676;"I";"x"
"1248";"exports";"01195";"2014";71.885;"I";"x"
"1248";"imports";"01195";"2014";90.654;"I";"x"
"1248";"stockChange";"01195";"2014";-54.733835;"I";"x"
"1248";"production";"21119.90";"2014";458000;"I";"x"
"1248";"tourist";"21119.90";"2014";-81.312679;"I";"x"
"1248";"exports";"23610.01";"2014";10.7;"I";"x"
"1248";"foodManufacturing";"23610.01";"2014";48885.9116191489;"I";"x"
"1248";"imports";"23610.01";"2014";18396.554;"I";"x"
"1248";"production";"23610.01";"2014";30518.1912;"I";"x"
"1248";"exports";"25020.02";"2014";35.712;"I";"x"
"1248";"imports";"25020.02";"2014";51.897;"I";"x"
"1248";"exports";"F1223";"2014";29327.125;"I";"x"
"1248";"imports";"F1223";"2014";46406.492401;"I";"x"
"1248";"production";"01499.02";"2014";416065;"I";"x"
"1248";"foodManufacturing";"01499.04";"2014";991632.167206667;"I";"x"
"1248";"production";"01499.04";"2014";992000;"I";"x"
"1248";"foodManufacturing";"01921.01";"2014";18479076.0461977;"I";"x"
"1248";"production";"01921.01";"2014";18534950;"I";"x"
"1248";"exports";"01950.01";"2014";145.426;"I";"x"
"1248";"imports";"01950.01";"2014";365959.341771;"I";"x"
"1248";"production";"01950.01";"2014";840171;"I";"x"
"1248";"production";"02951.01";"2014";1558649.45418;"I";"x"
"1248";"production";"02951.03";"2014";103499.47791;"I";"x"
"1248";"production";"02952.01";"2014";33763.439533;"I";"x"
"1248";"production";"02954";"2014";408215.573548;"I";"x"
"1248";"imports";"01194";"2014";20;"I";"x"
"1248";"stockChange";"01194";"2014";0.574676;"I";"x"
"1248";"exports";"01195";"2014";71.885;"I";"x"
"1248";"imports";"01195";"2014";90.654;"I";"x"
"1248";"stockChange";"01195";"2014";-54.733835;"I";"x"
"1248";"production";"21119.90";"2014";458000;"I";"x"
"1248";"tourist";"21119.90";"2014";-81.312679;"I";"x"
"1248";"exports";"23610.01";"2014";10.7;"I";"x"
"1248";"foodManufacturing";"23610.01";"2014";48885.9116191489;"I";"x"
"1248";"imports";"23610.01";"2014";18396.554;"I";"x"
"1248";"production";"23610.01";"2014";30518.1912;"I";"x"
"1248";"exports";"25020.02";"2014";35.712;"I";"x"
"1248";"imports";"25020.02";"2014";51.897;"I";"x"
"1248";"exports";"F1223";"2014";29327.125;"I";"x"
"1248";"imports";"F1223";"2014";46406.492401;"I";"x"
"1248";"production";"01499.02";"2014";416065;"I";"x"
"1248";"foodManufacturing";"01499.04";"2014";991632.167206667;"I";"x"
"1248";"production";"01499.04";"2014";992000;"I";"x"
"1248";"foodManufacturing";"01921.01";"2014";18479076.0461977;"I";"x"
"1248";"production";"01921.01";"2014";18534950;"I";"x"
"1248";"exports";"01950.01";"2014";145.426;"I";"x"
"1248";"imports";"01950.01";"2014";365959.341771;"I";"x"
"1248";"production";"01950.01";"2014";840171;"I";"x"
"1248";"production";"02951.01";"2014";1558649.45418;"I";"x"
"1248";"production";"02951.03";"2014";103499.47791;"I";"x"
"1248";"production";"02952.01";"2014";33763.439533;"I";"x"
"1248";"production";"02954";"2014";408215.573548;"I";"x"
"1248";"imports";"01194";"2014";20;"I";"x"
"1248";"stockChange";"01194";"2014";0.574676;"I";"x"
"1248";"exports";"01195";"2014";71.885;"I";"x"
"1248";"imports";"01195";"2014";90.654;"I";"x"
"1248";"stockChange";"01195";"2014";-54.733835;"I";"x"
"1248";"production";"21119.90";"2014";458000;"I";"x"
"1248";"tourist";"21119.90";"2014";-81.312679;"I";"x"
"1248";"exports";"23610.01";"2014";10.7;"I";"x"
"1248";"foodManufacturing";"23610.01";"2014";48885.9116191489;"I";"x"
"1248";"imports";"23610.01";"2014";18396.554;"I";"x"
"1248";"production";"23610.01";"2014";30518.1912;"I";"x"
"1248";"exports";"25020.02";"2014";35.712;"I";"x"
"1248";"imports";"25020.02";"2014";51.897;"I";"x"
"1248";"exports";"F1223";"2014";29327.125;"I";"x"
"1248";"imports";"F1223";"2014";46406.492401;"I";"x"
"1248";"production";"01499.02";"2014";416065;"I";"x"
"1248";"foodManufacturing";"01499.04";"2014";991632.167206667;"I";"x"
"1248";"production";"01499.04";"2014";992000;"I";"x"
"1248";"foodManufacturing";"01921.01";"2014";18479076.0461977;"I";"x"
"1248";"production";"01921.01";"2014";18534950;"I";"x"
"1248";"exports";"01950.01";"2014";145.426;"I";"x"
"1248";"imports";"01950.01";"2014";365959.341771;"I";"x"
"1248";"production";"01950.01";"2014";840171;"I";"x"
"1248";"production";"02951.01";"2014";1558649.45418;"I";"x"
"1248";"production";"02951.03";"2014";103499.47791;"I";"x"
"1248";"production";"02952.01";"2014";33763.439533;"I";"x"
"1248";"production";"02954";"2014";408215.573548;"I";"x"
